#CharNo	Charactor name	Event name	hash-a	hash-p	hash-d	hash-w	sel1	sel1-effect	sel2	sel2-effect	sel3	sel3-effect	sel4	sel4-effect	sel5	sel5-effect
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	愛しき瞳の為に	0080f0f0f0f08000	ee3f3bc40079c03b	3f3f27e5e5e51f3f	0083f3fbf1f98181	……レースゲームで勝負とか？	スタミナ+10 根性+10	……写真映り勝負とか？	スピード+20						
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	意志の力	0081c1e1e1e18101	e37f1e410177413e	3f3f0fcbcfcf2f3f	0187e3e3e3e38383	風邪ひくぞ！	賢さ+20	雨よ、やみたまえ！	スピード+10 パワー+10 確率で「切れ者」						
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	王者の戦い~ラーメン編~					…レースで見せてほしいな！	体力+10 スキルPt+5	わかった、見届けよう	体力+30 パワー+5 スキルpt+10 ランダムでスピード-5 ランダムで「太り気味」						
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	乙名史記者の徹底取材	0101f1f9f9f90101	e81733ccc8f0cc37	f77fb3b3e3a39b7f	0103f9fbf9f90303	上	確認中	下	確認中						
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	夏合宿（２年目）にて	0101f1f9f1f90101	aa1111e6e7d9cd32	f7ff430327232bdf	0103f3fbf9f90303	スペシャルウィーク	パワー+10	グラスワンダー	根性+10						
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	幾重もの輝き					なんとか耐えた	体力-10 パワー+20	すぐに目を逸らしたから	スピード+10						
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	輝きを君に					それは勇気の証	パワー+10	きっと悔しさだ！	根性+10	おそらく迷いでは？	賢さ+10				
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	鏡が映すのは					自分の美しさかな……	賢さ+10	ないかもしれない	根性+10						
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	初詣	0101818181830303	aa0001fcfff8fe01	7fff3f3f3f3fbffb	070787878f8f0f0f	満漢全席	体力+30	魔王転職	全ステータス+5	王政復古	スキルpt+35				
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	新年の抱負	0101c1e1e1e10101	aa1e0ef0f0e1f11e	ffff9f979797ffbb	0307e3e3e3e30303	異世界転生で強化	パワー+10	楼閣で癒しのバラ風呂	体力+20	世間の声を聴き、見聞を広げる	スキルPt+20				
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	尽くせ、礼					レースをする神の話	スピード+10 スキルPt+15	民を救う英雄の話	「非根幹距離○」のヒントLv1						
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	素晴らしき美を維持するために……					ああ、急いで買いに行こう！	スピード+10	いや君のためにも門限は守ろう	賢さ+10						
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	追加の自主トレ	0101c1e1e1e10101	aa1e1fe2e271f00e	ffff0f8b8b8bdfbb	0307e3e3f3f30303	"覇王"の、仰せのままに	体力-5 直前のトレーニング種別+5 秋川理事長の絆ゲージ+5	今は休もう	体力+5						
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	聞こえる声は					ファンの応援が力になるか	パワー+10	ところでプロマイドの撮影は？	賢さ+10						
9	[オー・ソレ・スーオ]テイエムオペラオー(育成)	夕暮れ時のオペラオー劇場					オペラオーと歌うしかない！	パワー+10	オペラオーと踊るしかない！	体力+10						
10	[レッドストライフ]ゴールドシップ(育成)	あんし～ん笹針師、参☆上	010131bdf9fd0101	aa1530f2cf1fce21	7b9f63696369efbb	0101bdfdfdfd0103	強いウマ娘になれる秘孔を狙う	【成功時】 全ステ+20\n【失敗時】 やる気-1 全ステ-15 「夜ふかし気味」	レースで勝てる秘孔を狙う	【成功時】 「コーナー回復〇」 「直線回復」\n 【失敗時】 やる気-1 体力-20	元気で健康になれる秘孔を狙う	【成功時】 体力最大値+12 体力+40\n【失敗時】 やる気-1 体力-20 「練習ベタ」	魅力アップの秘孔を狙う	【成功時】 体力+20 やる気+1 「愛嬌〇」\n【失敗時】 やる気-1 体力-10	不安なのでやめておく	体力+10
10	[レッドストライフ]ゴールドシップ(育成)	いざ、真剣勝負！					いや、代わりに俺がやろう	体力+10	頑張れ……！	スキルPt+60 「非根幹距離○」ヒントLv+1 or スキルPt+15 「なまけ癖」						
10	[レッドストライフ]ゴールドシップ(育成)	えっアタシのバイト…やばすぎ？	010107ffffb70101	aa302bcfd4b4e709	ff7ba78ce567b3fb	010157f7fff70103	肉体労働！	スタミナ+10 スキルPt+15	焼きそば調理！	「阪神レース場○」ヒントLv+1						
10	[レッドストライフ]ゴールドシップ(育成)	お大事に！	0101c1c1c1c10101	aa060ff8f8e3f00e	ff7f9f979f9f7ffb	0307c3e3e7c70707	今すぐプログラムをアップデートしよう	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」	下	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」						
10	[レッドストライフ]ゴールドシップ(育成)	ゴルシの！いきなり過去編！	0080cefe7e7e0000	967f6f82830c807f	3f2b3cd4dc9c3f3f	0080defeff7f8101	そのスープを再現してみたら？	スタミナ+10 賢さ+10	その時の場所に行ってみたら？	スピード+20						
10	[レッドストライフ]ゴールドシップ(育成)	ゴルシ流デート	0081e1f1f1618101	eeff3f81c406001f	3f3f2fe7c7cb3f1f	8181f3f3fb738301	飲み物でも買って来よう	スタミナ+20	延長戦だ！勝つまでやるッ！	パワー+20						
10	[レッドストライフ]ゴールドシップ(育成)	ダンスレッスン	010181e1e1e10101	aa1f1cc0e33fe618	ffff2f4b8b8b7fbb	0307e3f3f3e30303	もっと全力でやるべき	パワー+10	長時間キープしてみるべき	根性+10						
10	[レッドストライフ]ゴールドシップ(育成)	ちょっと寄りたいステキな場所					大人しく歩いて帰る	スタミナ+10	バスを乗り継いで帰ろうと説得する	ランダム1種+10						
10	[レッドストライフ]ゴールドシップ(育成)	ペア割常習犯	0101e1e1e1610101	a25e1ec3f3e0e01e	ff7fcbcbcbcbff3b	0307e3e3e3e30303	『うっちゃれ、えびすこ』	根性+10	『JAM・奇跡の弾倉』	スタミナ+10						
10	[レッドストライフ]ゴールドシップ(育成)	レース勝利！	01016161e1610101	aa1e1ef3e101e13e	ff7fdfdbdbdbffbb	030763e3e7e70707	最高だった！	体力-15 ランダム1種+5～10 スキルPt30～50 ランダムヒント	さらに上を目指そう！	体力-5～20 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
10	[レッドストライフ]ゴールドシップ(育成)	レース入着	010161e1e1610101	aa1e1ef3f800e13e	ff7fdfdf97d7ffbb	030763e3e7e70707	今日も十分良かった！	体力-20 ランダム1種+3～7 スキルPt+30～50 ランダムヒント	負けてらんねーよ！	体力-10～40 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
10	[レッドストライフ]ゴールドシップ(育成)	レース敗北	01014161e1610101	aa1e1ef3f001e13e	ff7f9f9797d77fbb	030763e3e7e70707	次はきっとうまくいく！	体力-25 ランダム1種+3～5 スキル+10～25	へこんでてもしょうがない！	体力-15～35 ランダム1種+4 スキルpt+10～25						
10	[レッドストライフ]ゴールドシップ(育成)	乙名史記者の徹底取材	0101f1f9f9f90101	e81733ccc8f0cc37	f77fb3b3e3a39b7f	0103f9fbf9f90303	上	確認中	下	確認中						
10	[レッドストライフ]ゴールドシップ(育成)	夏合宿（２年目）にて	0101f1f9f1f90101	aa1111eee6d9cd32	ffbf43032723afdb	0101fbfbfbf90103	一緒にスイカ割りするとか	パワー+10	一緒に遠泳するとか	根性+10						
10	[レッドストライフ]ゴールドシップ(育成)	夏合宿（３年目）終了	0101f9f9f1f10101	aa1133e6c6d9cd13	ffbf53232723bfdb	0101fbfbfbf90103	合宿中に割った スイカの数	ランダムで3種+5	合宿中に拾った セミの抜け殻の数	ランダムで3種+5						
10	[レッドストライフ]ゴールドシップ(育成)	左にホクロはないらしい					見つかった方がその子のためだ	スタミナ+10	『木を隠すならば森の中』……！	スピード+10						
10	[レッドストライフ]ゴールドシップ(育成)	主人公の赤	0081f1f1f1718101	e6ff39c0c60c803f	3f3f27efefcf3f7f	8181f3f3f3738303	赤にも色々あるってことだ	賢さ+20	自分の信念を貫くんだ！	根性+20						
10	[レッドストライフ]ゴールドシップ(育成)	初詣	0101818181830303	aa0001fcfff8fe01	7fff3f3f3f3fbffb	070787878f8f0f0f	食べて魅力を再確認しよう	体力+30	調理テクを身につけよう	全ステータス+5	斬新なアレンジを考えよう	スキルpt+35				
10	[レッドストライフ]ゴールドシップ(育成)	食べすぎ御免！	0101e1e1e1e10101	ab101ce7e3e1e31c	ffbfcbcbcb4bfffb	0307f3f3f3e30303	オススメ1品だけで十分！	体力+10 スキルPt+5	合点	体力+30 スキルPt+10 ランダムでスピード-5 ランダムで「太り気味」						
10	[レッドストライフ]ゴールドシップ(育成)	新年の抱負	0101c1e1e1e10101	aa1e0ef0f0e1f11e	ffff9f979797ffbb	0307e3e3e3e30303	長距離を走れる力を付けよう！	スタミナ+10	これから一緒に考えよう	体力+20	ドームツアーやろうぜ！	スキルPt+20				
10	[レッドストライフ]ゴールドシップ(育成)	追加の自主トレ	0101c1e1e1e10101	aa1e1fe2e271f00e	ffff0f8b8b8bdfbb	0307e3e3f3f30303	流行に遅れるわけにはいかないな	体力-5 直前のトレーニング種別+5 秋川理事長の絆ゲージ+5	いや、今の流行はCD（クールダウン）だ！	体力+5						
10	[レッドストライフ]ゴールドシップ(育成)	宝塚記念の後に					めっちゃすごい	5種すべて+3 スキルPt+45 秋川理事長の絆ゲージ+4 ランダムで「食い下がり」ヒントLv+1	歴史に名を残すレベルですごい	5種すべて+3 スキルPt+45~50 秋川理事長の絆ゲージ+4 ランダムで「ゲート難」 ランダムで「愛嬌〇」						
10	[レッドストライフ]ゴールドシップ(育成)	夜の公園で遊ぼう					一晩中見張る	根性+10	楽しい踊りを踊る	スピード+10						
10	[レッドストライフ]ゴールドシップ(育成)	約15億年前からコンニチハ					ケーッケッケ！全員食ってやる！	根性+10	フッ、再び未来の世界に逃げるのみ！	賢さ+10						
10	[レッドストライフ]ゴールドシップ(育成)	翌日揃ってしわがれ声	0101d9f9f9f90101	a81133c6c8fcef13	ffef3333b3232ffb	0101fbfbfbf90103	ドリンクで回復しよう！	スタミナ+10	あの鍛錬のひびを思い出せ！	根性+10						
10	[レッドストライフ]ゴールドシップ(育成)	落としたものは？	0101b1f1f1f10101	aa1c18e2c7ccee1d	ffbf67474f0f3ffb	0303f3f3f3f30303	鋼鉄製の食品サンプルです	体力-10 パワー+20	7G対応のメチャ速スマホです	スピード+10						
11	[岩穿つ青]グラスワンダー(育成)	あんし～ん笹針師、参☆上	010131bdf9fd0101	aa1530f2cf1fce21	7b9f63696369efbb	0101bdfdfdfd0103	強いウマ娘になれる秘孔を狙う	【成功時】 全ステ+20\n【失敗時】 やる気-1 全ステ-15 「夜ふかし気味」	レースで勝てる秘孔を狙う	【成功時】 「コーナー回復〇」 「直線回復」\n 【失敗時】 やる気-1 体力-20	元気で健康になれる秘孔を狙う	【成功時】 体力最大値+12 体力+40\n【失敗時】 やる気-1 体力-20 「練習ベタ」	魅力アップの秘孔を狙う	【成功時】 体力+20 やる気+1 「愛嬌〇」\n【失敗時】 やる気-1 体力-10	不安なのでやめておく	体力+10
11	[岩穿つ青]グラスワンダー(育成)	おつかいは人のためならず	0101fdfdf9b90101	aada3627c130dccb	b77bb1b1d373bffb	0109fdfdfdf90101	タイムセールに突撃！	スピード+5 スタミナ+5	雑貨にしておこう……	体力+5 賢さ+5						
11	[岩穿つ青]グラスワンダー(育成)	お大事に！	01c1c1c1c1c10101	a8f00f0f1c0ff9f0	7f9f979f9f17fffb	03c3e3e3c7c70303	今日は休んでまた頑張ろう	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」	下	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」						
11	[岩穿つ青]グラスワンダー(育成)	ケッコウなオテマエデ！	010119f9f9790101	aa5e3661cfc8c037	f75ff3d343d36bff	010379f9fbfb0303	慎重にいこう！	賢さ+5 スキルPt+15	先手必勝だね！	スピード+10						
11	[岩穿つ青]グラスワンダー(育成)	ダンスレッスン	010181e1e1e10101	aa1f1cc0e33fe618	ffff2f4b8b8b7fbb	0307e3f3f3e30303	力強さが欲しい	パワー+10	気持ちを前に出してみるのは？	根性+10						
11	[岩穿つ青]グラスワンダー(育成)	でも負けるのは嫌	808878f8f8f88000	cdc9367e0f36c0c8	3f13d3d353532d57	81b9f9f9f8f88101	アイコンタクトで、裏だと伝える	賢さ+20 ランダムで「切れ者」	「頑張れ！」とエールを送る	スタミナ+10 根性+10 ランダムで「切れ者」						
11	[岩穿つ青]グラスワンダー(育成)	トレセン学園百人一首クイーン決定戦	010123ffff7b0101	ab323ac4d143e53e	fbb7cbcb43cbfbbf	01013bfffffb0101	じゃあ遠慮なく	スピード+10 賢さ+5	読手をやるからグラスも参加したら？	「対抗意識○」ヒントLv+1						
11	[岩穿つ青]グラスワンダー(育成)	ナデシコ・ガール					これからはそう呼ぼうかな	パワー+10	日本とアメリカを繋げられたな		『ナデシコ・ガール』、いい言葉だな	スピード+10				
11	[岩穿つ青]グラスワンダー(育成)	ふたつの原風景					早速一緒に遊ぼう	根性+10	アメリカの話もまた聞かせてよ	スタミナ+10						
11	[岩穿つ青]グラスワンダー(育成)	みんなで野点傘の下	0131f1f1f1f10101	eac4393afe33c0c4	bfd7c74727c7bbeb	0173f3f3f1f10303	『大食は命の取り越し』とも言うよ	体力+10 スキルpt+5	『腹が減っては戦はできぬ』とも言うよ	体力+30 スキルpt+10 パワー+5 ランダムで「太り気味」						
11	[岩穿つ青]グラスワンダー(育成)	レース勝利！	01016161e1610101	aa1e1ef3e101e13e	ff7fdfdbdbdbffbb	030763e3e7e70707	でも勝てて嬉しいぞ	体力-15 ランダム1種+5～10 スキルPt30～50 ランダムヒント	これからもビシバシいくぞ！	体力-5～20 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
11	[岩穿つ青]グラスワンダー(育成)	レース入着	016161e1e1610101	aae01e0efe1e83e1	7fdfdf1fd7df3ffb	0363e3e3e7670303	いい走りだったぞ	体力-20 ランダム1種+3～7 スキルPt+30～50 ランダムヒント	次は頂点をとりにいこう	体力-10～40 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
11	[岩穿つ青]グラスワンダー(育成)	レース敗北	01014161e1610101	aa1e1ef3f001e13e	ff7f9f9797d77fbb	030763e3e7e70707	帰り道で反省会だね	体力-25 ランダム1種+3～5 スキル+10～25	今日はいったん休もう	体力-15～35 ランダム1種+4 スキルpt+10～25						
11	[岩穿つ青]グラスワンダー(育成)	乙名史記者の徹底取材	0101f1f9f9f90101	e81733ccc8f0cc37	f77fb3b3e3a39b7f	0103f9fbf9f90303	上	確認中	下	確認中						
11	[岩穿つ青]グラスワンダー(育成)	夏合宿（２年目）にて	0101f1f9f1f90101	aa1111e6e7d9cd32	fbff43032723abdf	0103fbfbf1f90303	ビーチ・フラッグスを提案する	パワー+10	ガマン比べを提案する	根性+10						
11	[岩穿つ青]グラスワンダー(育成)	花瓶					うまくできるかな？	根性+5 賢さ+5	完成したらトレーナー室に飾ろう	スピード+5 スタミナ+5						
11	[岩穿つ青]グラスワンダー(育成)	初詣	0101818181810303	aa0001fcff7cfe01	ffff3f3f3f3f3fff	07078f87878f0f0f	グラスがいつも健康でありますように	体力+30	グラスがもっと強くなれますように	全ステータス+5	グラスの走りがより冴えますように	スキルpt+35				
11	[岩穿つ青]グラスワンダー(育成)	小さな頃からの夢	010171f1f1f10101	aa141be6e6f1c01f	ff5fa787a7a75bff	0303f3f3f3f30303	今から一緒に着てみたら？	スピード+5 根性+5	みんな着物でレースとかどう？	スタミナ+5 賢さ+5						
11	[岩穿つ青]グラスワンダー(育成)	譲れないこと	80c0f0e0f0f08000	e2e03ffe0339c0c3	3f2f8787c7271f2f	81f3f3f1f1f18101	行ってらっしゃい！	スタミナ+20	トラブルに巻き込まれたら危ない！	スピード+20						
11	[岩穿つ青]グラスワンダー(育成)	新年の抱負	0101c1e1e1e10101	aa1e0ef0f0e1f11e	ffff9f979797ffbb	0307e3e3e3e30303	レースの知識を伝えていく！	単ステ+10（キャラ個別）	体調管理を徹底指導！	体力+20	技術を磨く手伝いをする！	スキルPt+20				
11	[岩穿つ青]グラスワンダー(育成)	大和撫子・ウマ娘？	0151f1f1d1d10101	e8cc13333103fece	5fa7a7a7a7a75bbb	03d3f3f3f1d10303	言葉の違いとか？	パワー+5 賢さ+5	食文化の違いとか？	スピード+10						
11	[岩穿つ青]グラスワンダー(育成)	追加の自主トレ	0101c1e1e1e10101	aa1e1fe2e271f00e	ffff0f8b8b8bdfbb	0307e3e3f3f30303	すぐに帰って走ろう	体力-5 直前のトレーニング種別+5 秋川理事長の絆ゲージ+5	観るのも学習のうちだよ	体力+5						
11	[岩穿つ青]グラスワンダー(育成)	秘められた意味	80d0f0f0f8f08000	eccc3b7f0033c4cc	3f37a787a5271f7f	81f1f1f9f9f18101	他にもまだ意味があるんだろう？	スタミナ+10 根性+10	『Green tea』という意味もある？	パワー+20						
11	[岩穿つ青]グラスワンダー(育成)	涼夏を求めて					心頭滅却すれば火もまた涼し！	やる気-1 根性+25	伝統的な暑さ対策をしよう！	やる気-1 賢さ+25						
12	[エレガンス・ライン]メジロマックイーン(育成)	あんし～ん笹針師、参☆上	010131bdf9fd0101	aa1530f2cf1fce21	7b9f63696369efbb	0101bdfdfdfd0103	強いウマ娘になれる秘孔を狙う	【成功時】 全ステ+20\n【失敗時】 やる気-1 全ステ-15 「夜ふかし気味」	レースで勝てる秘孔を狙う	【成功時】 「コーナー回復〇」 「直線回復」\n 【失敗時】 やる気-1 体力-20	元気で健康になれる秘孔を狙う	【成功時】 体力最大値+12 体力+40\n【失敗時】 やる気-1 体力-20 「練習ベタ」	魅力アップの秘孔を狙う	【成功時】 体力+20 やる気+1 「愛嬌〇」\n【失敗時】 やる気-1 体力-10	不安なのでやめておく	体力+10
12	[エレガンス・ライン]メジロマックイーン(育成)	お大事に！	01c1c1c1c1c10101	a8f00f0f1c0ff9f0	7f9f979f9f17fffb	03c3e3e3c7c70303	今日は休んだ方が良さそうだな	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」	これからは周りに注意しないとな	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」						
12	[エレガンス・ライン]メジロマックイーン(育成)	ご令嬢の風格	0081f17171718101	c6ff3d8281e0c03f	3f3fe7c7c7e73f5f	8383f37373738303	かっこいいなと思って	スタミナ+10 パワー+10 ランダムで「練習上手〇」になる	隣に立つ努力をしないとと思って	賢さ+20						
12	[エレガンス・ライン]メジロマックイーン(育成)	その名はホヤ！	010141e1e1e10101	aa1e1ef0e3c7e01c	ff7f8fcb8b8bbf7b	0307f3f3f3e30303	他の物を見てみよう	スキルPt+30	食すべき	スタミナ+10						
12	[エレガンス・ライン]メジロマックイーン(育成)	ダンスレッスン	010181e1e1e10101	aa1f1cc0e33fe618	ffff2f4b8b8b7fbb	0307e3f3f3e30303	よかったら特訓付き合うよ	スタミナ+10	まず曲の理解から始めるのはどうだ？	賢さ+10						
12	[エレガンス・ライン]メジロマックイーン(育成)	ラーメン3杯分の誘惑					心しろ、体重管理はバッチリだ！	スキルPt+30	後でラーメン3杯分、走ろう！	スピード+5 スタミナ+5						
12	[エレガンス・ライン]メジロマックイーン(育成)	レース勝利！	01016161e1610101	aa1e1ef3e101e13e	ff7fdfdbdbdbffbb	030763e3e7e70707	やった、やったぞーっ！！	体力-15 ランダム1種+5～10 スキルPt30～50 ランダムヒント	更なる高みを目指そう！	体力-5～20 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
12	[エレガンス・ライン]メジロマックイーン(育成)	レース場グルメの誘惑	01015979f9790101	a87336cecc11c93e	ff6fd3d3b3d35feb	01037bfbfbf90103	一緒に食べよう	体力+30 スタミナ+10 スキルPt+10	我慢しよう	根性+15 スキルPt+5						
12	[エレガンス・ライン]メジロマックイーン(育成)	レース入着	016161e1e1610101	aae01e0efe1e83e1	7fdfdf1fd7df3ffb	0363e3e3e7670303	マックィーンなら上がっていける！	体力-20 ランダム1種+3～7 スキルPt+30～50 ランダムヒント	もっと実力をつけよう	体力-10～40 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
12	[エレガンス・ライン]メジロマックイーン(育成)	レース敗北	01014161e1610101	aa1e1ef3f001e13e	ff7f9f9797d77fbb	030763e3e7e70707	上	体力-25 ランダム1種+3～5 スキル+10～25	下	体力-15～35 ランダム1種+4 スキルpt+10～25						
12	[エレガンス・ライン]メジロマックイーン(育成)	乙名史記者の徹底取材	0101f1f9f9f90101	e81733ccc8f0cc37	f77fb3b3e3a39b7f	0103f9fbf9f90303	上	確認中	下	確認中						
12	[エレガンス・ライン]メジロマックイーン(育成)	夏合宿（２年目）にて	0101f1f9f1f90101	aa1111eee6d9cd32	ffbf43032723afdb	0101fbfbfbf90103	体の強さから、とか……？	パワー+10	やっぱり根性じゃないか	根性+10						
12	[エレガンス・ライン]メジロマックイーン(育成)	覚悟と使命の証	80f0707070708000	c0c43f3f067fc0cc	3f97e7e7e5c73f7f	81f97b7979798101	く走ろう	スピード+10 賢さ+10	お菓子でも食べよう	パワー+20						
12	[エレガンス・ライン]メジロマックイーン(育成)	銀幕の2人	0101c1c1c1c10101	aa1607f1f81ef00f	bfff1f1f1f177fbb	0307c3c3e7e70707	5時間インフェルノ	スタミナ+10	大地獄	賢さ+5 スキルPt+15						
12	[エレガンス・ライン]メジロマックイーン(育成)	掘り出し物	0101c1e1e1e10101	aa1e0ee0f370f10f	ffff1f1f1f9f3ffb	0307e3e3e3e30303	『3星レストランの秘蔵レシピ』かな	スピード+10	『ゴールドシップのサイン色紙』かな	根性+10						
12	[エレガンス・ライン]メジロマックイーン(育成)	栗祭り襲来！	0101e1e1e1e10101	aa1e0ee1f0fef108	ffff1f1b9b1bff7b	0307e3e3e3e30303	ちょっと控えよう	体力+10 スキルPt+5	お腹いっぱい食べよう	体力+30 スキルPt+10 ランダムでスピード-5 ランダムで「太り気味」						
12	[エレガンス・ライン]メジロマックイーン(育成)	孤島の女王	0101c1e1c1e10101	aa070ff0f0c3f10f	ffff1f971f177fbb	0307e3e3e3e30303	食料	スピード+10	体力	スタミナ+10						
12	[エレガンス・ライン]メジロマックイーン(育成)	思い出クッキング	010191f1f1f10101	aa1419f2c7c0fc1f	ffff27874727bf7b	0303f3f3f3f30303	ゆっくり一緒に食べよう	体力+15	一気に飲み干す	「先駆け」ヒントLv+1						
12	[エレガンス・ライン]メジロマックイーン(育成)	初詣	0101818181830303	aa0001fcfff8fe01	7fff3f3f3f3fbffb	070787878f8f0f0f	正月だしゆっくりしよう	体力+30	いつも通りのトレーニングだ	全ステータス+5	福袋を買いに行こう！	スキルpt+35				
12	[エレガンス・ライン]メジロマックイーン(育成)	新年の抱負	0101c1e1e1e10101	aa1e0ef0f0e1f11e	ffff9f979797ffbb	0307e3e3e3e30303	しっかり基礎体力をつけよう	スタミナ+10	まずは昼食を食べに行こう	体力+20	コースの研究をしよう	スキルPt+20				
12	[エレガンス・ライン]メジロマックイーン(育成)	追加の自主トレ	0101c1e1e1e10101	aa1e1fe2e271f00e	ffff0f8b8b8bdfbb	0307e3e3f3f30303	なら、徹底的に追い込もう！	体力-5 直前のトレーニング種別+5 秋川理事長の絆ゲージ+5	効率を考えれば許可できない	体力+5						
12	[エレガンス・ライン]メジロマックイーン(育成)	夜中のファンサ特訓	80c8787878488000	c9d93e3e007ec1c3	2f1bd393db9b257b	81f9797d79798101	い、今来たところ	根性+20	すごくよかったぞ	スピード+20						
13	[エンド・オブ・スカイ]メジロマックイーン(育成)	あんし～ん笹針師、参☆上	010131bdf9fd0101	aa1530f2cf1fce21	7b9f63696369efbb	0101bdfdfdfd0103	強いウマ娘になれる秘孔を狙う	【成功時】 全ステ+20\n【失敗時】 やる気-1 全ステ-15 「夜ふかし気味」	レースで勝てる秘孔を狙う	【成功時】 「コーナー回復〇」 「直線回復」\n 【失敗時】 やる気-1 体力-20	元気で健康になれる秘孔を狙う	【成功時】 体力最大値+12 体力+40\n【失敗時】 やる気-1 体力-20 「練習ベタ」	魅力アップの秘孔を狙う	【成功時】 体力+20 やる気+1 「愛嬌〇」\n【失敗時】 やる気-1 体力-10	不安なのでやめておく	体力+10
13	[エンド・オブ・スカイ]メジロマックイーン(育成)	お大事に！	01c1c1c1c1c10101	a8f00f0f1c0ff9f0	7f9f979f9f17fffb	03c3e3e3c7c70303	今日は休んだ方が良さそうだな	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」	これからは周りに注意しないとな	【失敗時】 やる気-1 直前のトレーニング種別-5～10 確率で「練習ベタ」\n【成功時】 「練習上手○」						
13	[エンド・オブ・スカイ]メジロマックイーン(育成)	ご令嬢の風格	0081f17171718101	c6ff3d8281e0c03f	3f3fe7c7c7e73f5f	8383f37373738303	かっこいいなと思って	スタミナ+10 パワー+10 ランダムで「練習上手〇」になる	隣に立つ努力をしないとと思って	賢さ+20						
13	[エンド・オブ・スカイ]メジロマックイーン(育成)	その名はホヤ！	010141e1e1e10101	aa1e1ef0e3c7e01c	ff7f8fcb8b8bbf7b	0307f3f3f3e30303	他の物を見てみよう	スキルPt+30	食すべき	スタミナ+10						
13	[エンド・オブ・スカイ]メジロマックイーン(育成)	ダンスレッスン	010181e1e1e10101	aa1f1cc0e33fe618	ffff2f4b8b8b7fbb	0307e3f3f3e30303	よかったら特訓付き合うよ	スタミナ+10	まず曲の理解から始めるのはどうだ？	賢さ+10						
13	[エンド・オブ・スカイ]メジロマックイーン(育成)	メジロ家のあの子たち ～難しい選択～	0080abffff7f0000	afff71848213817c	3f3f536965e3595f	0080bfffff7f0001	危ないから逃げるべき	スピード+10 パワー+10	留まってチャンスを活かすべき	スタミナ+7 根性+7 賢さ+7						
13	[エンド・オブ・スカイ]メジロマックイーン(育成)	ラーメン3杯分の誘惑					心しろ、体重管理はバッチリだ！	スキルPt+30	後でラーメン3杯分、走ろう！	スピード+5 スタミナ+5						
13	[エンド・オブ・スカイ]メジロマックイーン(育成)	ライバルのあの子～どんな舞台でも～	008093ffff370000	adff7b848029845b	3f29362666e65b7d	0080bfffff7f0001	リスペクトしているんだね	「ポジションセンス」のヒントLv2 注目株(確率付与)	大丈夫、貴方には貴方の良さがある	賢さ+10 スキルPt+15 注目株(確率付与)						
13	[エンド・オブ・スカイ]メジロマックイーン(育成)	レース勝利！	01016161e1610101	aa1e1ef3e101e13e	ff7fdfdbdbdbffbb	030763e3e7e70707	やった、やったぞーっ！！	体力-15 ランダム1種+5～10 スキルPt30～50 ランダムヒント	更なる高みを目指そう！	体力-5～20 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
13	[エンド・オブ・スカイ]メジロマックイーン(育成)	レース場グルメの誘惑	01015979f9790101	a87336cecc11c93e	ff6fd3d3b3d35feb	01037bfbfbf90103	一緒に食べよう	体力+30 スタミナ+10 スキルPt+10	我慢しよう	根性+15 スキルPt+5						
13	[エンド・オブ・スカイ]メジロマックイーン(育成)	レース入着	010161e1e1610101	aa1c1ef3f801e13e	ff7fdfdf97d77fbb	030763e3e7e70707	マックィーンなら上がっていける！	体力-20 ランダム1種+3～7 スキルPt+30～50 ランダムヒント	もっと実力をつけよう	体力-10～40 ランダム1種+5～10 スキルPt+30～50 ランダムヒント						
